Id,MetadataComponentId,MetadataComponentName,MetadataComponentNamespace,MetadataComponentType,RefMetadataComponentId,RefMetadataComponentName,RefMetadataComponentNamespace,RefMetadataComponentType
000000000000000AAA,01p0M00000016bAQAQ,LeadEnrichManager,,ApexClass,01p0M00000016b9QAA,LeadEnrichLeadsDAO,,ApexClass
000000000000000AAA,01p0M00000016bAQAQ,LeadEnrichManager,,ApexClass,01p0M000001LQzOQAW,AppConfig,,ApexClass
000000000000000AAA,01p0M00000016bAQAQ,LeadEnrichManager,,ApexClass,01p0M000001LQzTQAW,AppConfigRecord,,ApexClass
000000000000000AAA,01p0M00000016bAQAQ,LeadEnrichManager,,ApexClass,01p0M000001jZyGQAU,Org62ProcessLogger,,ApexClass
000000000000000AAA,01p0M00000016bAQAQ,LeadEnrichManager,,ApexClass,01p0M000001jnQnQAI,LeadEnrichmentBackendResult,,ApexClass
000000000000000AAA,01p0M00000016bKQAQ,sparta_AgreementPriceRulesSelector,,ApexClass,01p0M00000016bLQAQ,sparta_AgreementPriceTiersSelector,,ApexClass
000000000000000AAA,01p0M00000016bKQAQ,sparta_AgreementPriceRulesSelector,,ApexClass,01p0M00000016bMQAQ,sparta_Application,,ApexClass
000000000000000AAA,01p0M00000016bKQAQ,sparta_AgreementPriceRulesSelector,,ApexClass,01p0M00000016bOQAQ,sparta_IAgreementPriceRulesSelector,,ApexClass
000000000000000AAA,01p0M00000016bKQAQ,sparta_AgreementPriceRulesSelector,,ApexClass,01p0M000001HIaRQAW,fflib_QueryFactory,,ApexClass
000000000000000AAA,01p0M00000016bKQAQ,sparta_AgreementPriceRulesSelector,,ApexClass,01p0M000001HIaYQAW,fflib_SObjectSelector,,ApexClass
000000000000000AAA,01p0M00000016bLQAQ,sparta_AgreementPriceTiersSelector,,ApexClass,01p0M000001HIaRQAW,fflib_QueryFactory,,ApexClass
000000000000000AAA,01p0M00000016bLQAQ,sparta_AgreementPriceTiersSelector,,ApexClass,01p0M000001HIaYQAW,fflib_SObjectSelector,,ApexClass
000000000000000AAA,01p0M00000016bMQAQ,sparta_Application,,ApexClass,01p0M00000016bKQAQ,sparta_AgreementPriceRulesSelector,,ApexClass
000000000000000AAA,01p0M00000016bMQAQ,sparta_Application,,ApexClass,01p0M00000016bLQAQ,sparta_AgreementPriceTiersSelector,,ApexClass
000000000000000AAA,01p0M00000016bMQAQ,sparta_Application,,ApexClass,01p0M00000016bPQAQ,sparta_IPriceAgreementsService,,ApexClass
000000000000000AAA,01p0M00000016bMQAQ,sparta_Application,,ApexClass,01p0M00000016bTQAQ,sparta_PriceAgreementsServiceImpl,,ApexClass
000000000000000AAA,01p0M00000016bMQAQ,sparta_Application,,ApexClass,01p0M00000016gRQAQ,sparta_PriceAgreements,,ApexClass
000000000000000AAA,01p0M00000016bMQAQ,sparta_Application,,ApexClass,01p0M000001HIaMQAW,fflib_Application,,ApexClass
000000000000000AAA,01p0M00000016bOQAQ,sparta_IAgreementPriceRulesSelector,,ApexClass,01p0M000001HIaPQAW,fflib_ISObjectSelector,,ApexClass
000000000000000AAA,01p0M00000016bPQAQ,sparta_IPriceAgreementsService,,ApexClass,01p0M00000016bSQAQ,sparta_PriceAgreementsService,,ApexClass
000000000000000AAA,01p0M00000016bQQAQ,sparta_PriceAgreementsController,,ApexClass,01p0M00000016bNQAQ,sparta_BaseController,,ApexClass
000000000000000AAA,01p0M00000016bQQAQ,sparta_PriceAgreementsController,,ApexClass,01p0M00000016bSQAQ,sparta_PriceAgreementsService,,ApexClass
000000000000000AAA,01p0M00000016bRQAQ,sparta_PriceAgreementsControllerTest,,ApexClass,01p0M00000016bMQAQ,sparta_Application,,ApexClass
000000000000000AAA,01p0M00000016bRQAQ,sparta_PriceAgreementsControllerTest,,ApexClass,01p0M00000016bPQAQ,sparta_IPriceAgreementsService,,ApexClass
000000000000000AAA,01p0M00000016bRQAQ,sparta_PriceAgreementsControllerTest,,ApexClass,01p0M00000016bQQAQ,sparta_PriceAgreementsController,,ApexClass
000000000000000AAA,01p0M00000016bRQAQ,sparta_PriceAgreementsControllerTest,,ApexClass,01p0M000001LQwoQAG,fflib_ApexMocks,,ApexClass
000000000000000AAA,01p0M00000016bRQAQ,sparta_PriceAgreementsControllerTest,,ApexClass,01p0M000001LQwuQAG,fflib_IDGenerator,,ApexClass
000000000000000AAA,01p0M00000016bSQAQ,sparta_PriceAgreementsService,,ApexClass,01p0M00000016bMQAQ,sparta_Application,,ApexClass
000000000000000AAA,01p0M00000016bSQAQ,sparta_PriceAgreementsService,,ApexClass,01p0M00000016bPQAQ,sparta_IPriceAgreementsService,,ApexClass
000000000000000AAA,01p0M00000016bTQAQ,sparta_PriceAgreementsServiceImpl,,ApexClass,01p0M00000016bKQAQ,sparta_AgreementPriceRulesSelector,,ApexClass
000000000000000AAA,01p0M00000016bTQAQ,sparta_PriceAgreementsServiceImpl,,ApexClass,01p0M00000016bMQAQ,sparta_Application,,ApexClass
000000000000000AAA,01p0M00000016bTQAQ,sparta_PriceAgreementsServiceImpl,,ApexClass,01p0M00000016bPQAQ,sparta_IPriceAgreementsService,,ApexClass
000000000000000AAA,01p0M00000016bTQAQ,sparta_PriceAgreementsServiceImpl,,ApexClass,01p0M00000016bSQAQ,sparta_PriceAgreementsService,,ApexClass
000000000000000AAA,01p0M00000016bTQAQ,sparta_PriceAgreementsServiceImpl,,ApexClass,01p0M000001HIaQQAW,fflib_ISObjectUnitOfWork,,ApexClass
000000000000000AAA,01p0M00000016bUQAQ,sparta_PriceAgreementsServiceTest,,ApexClass,01p0M00000016bKQAQ,sparta_AgreementPriceRulesSelector,,ApexClass
000000000000000AAA,01p0M00000016bUQAQ,sparta_PriceAgreementsServiceTest,,ApexClass,01p0M00000016bMQAQ,sparta_Application,,ApexClass
000000000000000AAA,01p0M00000016bUQAQ,sparta_PriceAgreementsServiceTest,,ApexClass,01p0M00000016bOQAQ,sparta_IAgreementPriceRulesSelector,,ApexClass
000000000000000AAA,01p0M00000016bUQAQ,sparta_PriceAgreementsServiceTest,,ApexClass,01p0M00000016bSQAQ,sparta_PriceAgreementsService,,ApexClass
000000000000000AAA,01p0M00000016bUQAQ,sparta_PriceAgreementsServiceTest,,ApexClass,01p0M000001LQwoQAG,fflib_ApexMocks,,ApexClass
000000000000000AAA,01p0M00000016bUQAQ,sparta_PriceAgreementsServiceTest,,ApexClass,01p0M000001LQwuQAG,fflib_IDGenerator,,ApexClass
000000000000000AAA,01p0M00000016bZQAQ,CPQPLDefaultRefresh,,ApexClass,01p0M000001LQowQAG,CPQService,,ApexClass
000000000000000AAA,01p0M00000016bZQAQ,CPQPLDefaultRefresh,,ApexClass,01p0M000001LQozQAG,cpqCacheManager,,ApexClass
000000000000000AAA,01p0M00000016bZQAQ,CPQPLDefaultRefresh,,ApexClass,01p300000000HNrAAM,Org62ErrorHandlingUtil,,ApexClass
000000000000000AAA,01p0M00000016bfQAA,CompOrderTeamBuilder,,ApexClass,01p300000000FXCAA2,OrderTeamUtil,,ApexClass
000000000000000AAA,01p0M00000016bgQAA,CompOrderTeamFactory,,ApexClass,01p0M00000016bfQAA,CompOrderTeamBuilder,,ApexClass
000000000000000AAA,01p0M00000016bgQAA,CompOrderTeamFactory,,ApexClass,01p0M00000016bhQAA,CompOrderTeamFromAccount,,ApexClass
000000000000000AAA,01p0M00000016bgQAA,CompOrderTeamFactory,,ApexClass,01p0M00000016biQAA,CompOrderTeamFromOppty,,ApexClass
000000000000000AAA,01p0M00000016bgQAA,CompOrderTeamFactory,,ApexClass,01p3y00000264NIAAY,FDO_CompOrderTeamRefreshFromAccount,,ApexClass
000000000000000AAA,01p0M00000016bhQAA,CompOrderTeamFromAccount,,ApexClass,01p0M00000016bfQAA,CompOrderTeamBuilder,,ApexClass
000000000000000AAA,01p0M00000016bhQAA,CompOrderTeamFromAccount,,ApexClass,01p0M00000016blQAA,CompUtils,,ApexClass
000000000000000AAA,01p0M00000016bhQAA,CompOrderTeamFromAccount,,ApexClass,01p0M000001LQG6QAO,SfdcCMTCompSettings,,ApexClass
000000000000000AAA,01p0M00000016bhQAA,CompOrderTeamFromAccount,,ApexClass,01p300000000010AAA,eimUtils,,ApexClass
000000000000000AAA,01p0M00000016bhQAA,CompOrderTeamFromAccount,,ApexClass,01p300000000FXCAA2,OrderTeamUtil,,ApexClass
000000000000000AAA,01p0M00000016bhQAA,CompOrderTeamFromAccount,,ApexClass,01p3y000001zAdiAAE,EDPUtils,,ApexClass
000000000000000AAA,01p0M00000016bhQAA,CompOrderTeamFromAccount,,ApexClass,01p3y000001zAdlAAE,EffectiveDatedProcessingHelper,,ApexClass
000000000000000AAA,01p0M00000016bhQAA,CompOrderTeamFromAccount,,ApexClass,01p3y000001zLvhAAE,ObjectInstanceGeneratorApplication,,ApexClass
000000000000000AAA,01p0M00000016bhQAA,CompOrderTeamFromAccount,,ApexClass,01p3y000002HLLyAAO,OrderTeamDAO,,ApexClass
000000000000000AAA,01p0M00000016biQAA,CompOrderTeamFromOppty,,ApexClass,01p0M00000016bfQAA,CompOrderTeamBuilder,,ApexClass
000000000000000AAA,01p0M00000016biQAA,CompOrderTeamFromOppty,,ApexClass,01p0M000001LQG6QAO,SfdcCMTCompSettings,,ApexClass
000000000000000AAA,01p0M00000016biQAA,CompOrderTeamFromOppty,,ApexClass,01p0M000001LeyCQAS,OpptyTeamExceptionsService,,ApexClass
000000000000000AAA,01p0M00000016biQAA,CompOrderTeamFromOppty,,ApexClass,01p300000000010AAA,eimUtils,,ApexClass
000000000000000AAA,01p0M00000016biQAA,CompOrderTeamFromOppty,,ApexClass,01p300000000FXCAA2,OrderTeamUtil,,ApexClass
000000000000000AAA,01p0M00000016biQAA,CompOrderTeamFromOppty,,ApexClass,01p3y000001zLvhAAE,ObjectInstanceGeneratorApplication,,ApexClass
000000000000000AAA,01p0M00000016biQAA,CompOrderTeamFromOppty,,ApexClass,01p3y000002HLLyAAO,OrderTeamDAO,,ApexClass
000000000000000AAA,01p0M00000016bjQAA,CompOrderTeamFromOpptyExcp,,ApexClass,01p0M00000016blQAA,CompUtils,,ApexClass
000000000000000AAA,01p0M00000016bjQAA,CompOrderTeamFromOpptyExcp,,ApexClass,01p300000000010AAA,eimUtils,,ApexClass
000000000000000AAA,01p0M00000016bjQAA,CompOrderTeamFromOpptyExcp,,ApexClass,01p300000000FXCAA2,OrderTeamUtil,,ApexClass
000000000000000AAA,01p0M00000016bjQAA,CompOrderTeamFromOpptyExcp,,ApexClass,01p300000000IOKAA2,BaseGroup,,ApexClass
000000000000000AAA,01p0M00000016bjQAA,CompOrderTeamFromOpptyExcp,,ApexClass,01p300000000IOLAA2,BaseProcess,,ApexClass
000000000000000AAA,01p0M00000016bjQAA,CompOrderTeamFromOpptyExcp,,ApexClass,01p3y000002HLLyAAO,OrderTeamDAO,,ApexClass
000000000000000AAA,01p0M00000016bkQAA,CompOrderTeamProcess,,ApexClass,01p0M00000016bfQAA,CompOrderTeamBuilder,,ApexClass
000000000000000AAA,01p0M00000016bkQAA,CompOrderTeamProcess,,ApexClass,01p0M00000016bgQAA,CompOrderTeamFactory,,ApexClass
000000000000000AAA,01p0M00000016bkQAA,CompOrderTeamProcess,,ApexClass,01p0M00000016biQAA,CompOrderTeamFromOppty,,ApexClass
000000000000000AAA,01p0M00000016bkQAA,CompOrderTeamProcess,,ApexClass,01p0M00000016blQAA,CompUtils,,ApexClass
000000000000000AAA,01p0M00000016bkQAA,CompOrderTeamProcess,,ApexClass,01p0M000001LQG6QAO,SfdcCMTCompSettings,,ApexClass
000000000000000AAA,01p0M00000016bkQAA,CompOrderTeamProcess,,ApexClass,01p300000000010AAA,eimUtils,,ApexClass
000000000000000AAA,01p0M00000016bkQAA,CompOrderTeamProcess,,ApexClass,01p300000000FXCAA2,OrderTeamUtil,,ApexClass
000000000000000AAA,01p0M00000016bkQAA,CompOrderTeamProcess,,ApexClass,01p300000000IOKAA2,BaseGroup,,ApexClass
000000000000000AAA,01p0M00000016bkQAA,CompOrderTeamProcess,,ApexClass,01p300000000IOLAA2,BaseProcess,,ApexClass
000000000000000AAA,01p0M00000016bkQAA,CompOrderTeamProcess,,ApexClass,01p3y000001zAdlAAE,EffectiveDatedProcessingHelper,,ApexClass
000000000000000AAA,01p0M00000016bkQAA,CompOrderTeamProcess,,ApexClass,01p3y000001zLvhAAE,ObjectInstanceGeneratorApplication,,ApexClass
000000000000000AAA,01p0M00000016bkQAA,CompOrderTeamProcess,,ApexClass,01p3y00000264NEAAY,CompOrderTeamPersistResponse,,ApexClass
000000000000000AAA,01p0M00000016bkQAA,CompOrderTeamProcess,,ApexClass,01p3y00000264NIAAY,FDO_CompOrderTeamRefreshFromAccount,,ApexClass
000000000000000AAA,01p0M00000016bkQAA,CompOrderTeamProcess,,ApexClass,01p3y000002HLLyAAO,OrderTeamDAO,,ApexClass
000000000000000AAA,01p0M00000016bkQAA,CompOrderTeamProcess,,ApexClass,01p3y000002HLLzAAO,OrderTeamFeatureVerifyUtil,,ApexClass
000000000000000AAA,01p0M00000016bkQAA,CompOrderTeamProcess,,ApexClass,01p3y000002HLM4AAO,OrderTeamWrapper,,ApexClass
000000000000000AAA,01p0M00000016blQAA,CompUtils,,ApexClass,01p0M000001LQG6QAO,SfdcCMTCompSettings,,ApexClass
000000000000000AAA,01p0M00000016blQAA,CompUtils,,ApexClass,01p300000000010AAA,eimUtils,,ApexClass
000000000000000AAA,01p0M00000016blQAA,CompUtils,,ApexClass,01p300000000FXCAA2,OrderTeamUtil,,ApexClass
000000000000000AAA,01p0M00000016blQAA,CompUtils,,ApexClass,01p3y000001PDufAAG,CompOrderCommissionInfoService,,ApexClass
000000000000000AAA,01p0M00000016blQAA,CompUtils,,ApexClass,01p3y000001sLNOAA2,CompOrderCommissionInfo,,ApexClass
000000000000000AAA,01p0M00000016blQAA,CompUtils,,ApexClass,01p3y0000029OCxAAM,CommissionEventProcessor,,ApexClass
000000000000000AAA,01p0M00000016blQAA,CompUtils,,ApexClass,01p3y000002JLZEAA4,CompConstants,,ApexClass
000000000000000AAA,01p0M00000016bmQAA,OrderTeamProcessLegacy,,ApexClass,01p0M00000016bnQAA,OrderTeamUtilLegacy,,ApexClass
000000000000000AAA,01p0M00000016bmQAA,OrderTeamProcessLegacy,,ApexClass,01p0M000001LQG6QAO,SfdcCMTCompSettings,,ApexClass
000000000000000AAA,01p0M00000016bmQAA,OrderTeamProcessLegacy,,ApexClass,01p300000000010AAA,eimUtils,,ApexClass
000000000000000AAA,01p0M00000016bmQAA,OrderTeamProcessLegacy,,ApexClass,01p30000001GasYAAS,BaseRecordTypeUtil,,ApexClass
000000000000000AAA,01p0M00000016bnQAA,OrderTeamUtilLegacy,,ApexClass,01p300000000LAUAA2,CompRateTableInfo,,ApexClass
000000000000000AAA,01p0M00000016g1QAA,ChapiCountry,,ApexClass,01p0M00000016g3QAA,ChapiCreditCardMerchantInfo,,ApexClass
000000000000000AAA,01p0M00000016g1QAA,ChapiCountry,,ApexClass,01p0M00000016g4QAA,ChapiCurrency,,ApexClass
000000000000000AAA,01p0M00000016g1QAA,ChapiCountry,,ApexClass,01p0M000001jnQSQAY,ChapiCountryTaxInfo,,ApexClass
000000000000000AAA,01p0M00000016g1QAA,ChapiCountry,,ApexClass,01p3y000002mJotAAE,ChapiQuoteTermText,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p0M00000016g1QAA,ChapiCountry,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p0M00000016g3QAA,ChapiCreditCardMerchantInfo,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p0M00000016g4QAA,ChapiCurrency,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p0M00000016g5QAA,ChapiInterfaceCountry,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p0M000001HIdfQAG,ChapiConstants,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p0M000001HIdhQAG,ChapiConstants_Org62,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p0M000001HIdlQAG,ChapiFactory,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p0M000001HIeQQAW,ChapiUtility,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p0M000001LQFSQA4,BaseDomainCountryInfo,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p0M000001LeRXQA0,ChapiValidate,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p0M000001LeehQAC,BaseCountryInfo,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p0M000001LeeiQAC,BaseCountryInfoRevenueDetail,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p0M000001jnPoQAI,ChapiUtility_Org62,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p0M000001jnQTQAY,ChapiInterfaceTaxInfoValidation,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p0M000001jnQZQAY,ChapiValidatedTaxInfo,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p0M00000266NMQAY,BaseCountryInfoStateProvince,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p0M00000266PGQAY,TaxValidationSchema,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p0M00000266PHQAY,TaxValidationService,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p0M000002FN9SQAW,CountryInfoNameMapper,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p3000000000BHAAY,RevenueValidation,sfbase,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p300000000HPBAA2,RetrievePPGMerchantData,sfbase,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p3y000002RUn6AAG,ChapiConstants_CommerceData,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p3y000002mJosAAE,ChapiDaoSpecialTerms,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p3y000002mJotAAE,ChapiQuoteTermText,,ApexClass
000000000000000AAA,01p0M00000016g2QAA,ChapiCountry_Org62,,ApexClass,01p3y000002mJouAAE,ChapiTermText,,ApexClass
000000000000000AAA,01p0M00000016g5QAA,ChapiInterfaceCountry,,ApexClass,01p0M00000016g1QAA,ChapiCountry,,ApexClass
000000000000000AAA,01p0M00000016g6QAA,ChapiInterfaceSystemStatus,,ApexClass,01p0M00000016gDQAQ,ChapiSystemStatus,,ApexClass
000000000000000AAA,01p0M00000016g7QAA,ChapiResponseBuilderCountry,,ApexClass,01p0M00000016g5QAA,ChapiInterfaceCountry,,ApexClass
000000000000000AAA,01p0M00000016g7QAA,ChapiResponseBuilderCountry,,ApexClass,01p0M00000016g9QAA,ChapiResponseCountry,,ApexClass
000000000000000AAA,01p0M00000016g7QAA,ChapiResponseBuilderCountry,,ApexClass,01p0M000001HIdhQAG,ChapiConstants_Org62,,ApexClass
000000000000000AAA,01p0M00000016g7QAA,ChapiResponseBuilderCountry,,ApexClass,01p0M000001HIdlQAG,ChapiFactory,,ApexClass
000000000000000AAA,01p0M00000016g7QAA,ChapiResponseBuilderCountry,,ApexClass,01p0M000001HIe6QAG,ChapiResponseBuilder,,ApexClass
000000000000000AAA,01p0M00000016g8QAA,ChapiResponseBuilderSystemStatus,,ApexClass,01p0M00000016g6QAA,ChapiInterfaceSystemStatus,,ApexClass
000000000000000AAA,01p0M00000016g8QAA,ChapiResponseBuilderSystemStatus,,ApexClass,01p0M00000016gAQAQ,ChapiResponseSystemStatus,,ApexClass
000000000000000AAA,01p0M00000016g8QAA,ChapiResponseBuilderSystemStatus,,ApexClass,01p0M000001HIdlQAG,ChapiFactory,,ApexClass
000000000000000AAA,01p0M00000016g8QAA,ChapiResponseBuilderSystemStatus,,ApexClass,01p0M000001HIe6QAG,ChapiResponseBuilder,,ApexClass
000000000000000AAA,01p0M00000016g9QAA,ChapiResponseCountry,,ApexClass,01p0M00000016g1QAA,ChapiCountry,,ApexClass
000000000000000AAA,01p0M00000016g9QAA,ChapiResponseCountry,,ApexClass,01p0M000001HIe4QAG,ChapiResponse,,ApexClass
000000000000000AAA,01p0M00000016gAQAQ,ChapiResponseSystemStatus,,ApexClass,01p0M00000016gDQAQ,ChapiSystemStatus,,ApexClass
000000000000000AAA,01p0M00000016gAQAQ,ChapiResponseSystemStatus,,ApexClass,01p0M000001HIe4QAG,ChapiResponse,,ApexClass
000000000000000AAA,01p0M00000016gBQAQ,ChapiRestCountryV1,,ApexClass,01p0M00000016g7QAA,ChapiResponseBuilderCountry,,ApexClass
000000000000000AAA,01p0M00000016gBQAQ,ChapiRestCountryV1,,ApexClass,01p0M000001HIdfQAG,ChapiConstants,,ApexClass
000000000000000AAA,01p0M00000016gBQAQ,ChapiRestCountryV1,,ApexClass,01p0M000001HIdhQAG,ChapiConstants_Org62,,ApexClass
000000000000000AAA,01p0M00000016gBQAQ,ChapiRestCountryV1,,ApexClass,01p0M000001HIdkQAG,ChapiException,,ApexClass
000000000000000AAA,01p0M00000016gBQAQ,ChapiRestCountryV1,,ApexClass,01p0M000001HIe4QAG,ChapiResponse,,ApexClass
000000000000000AAA,01p0M00000016gBQAQ,ChapiRestCountryV1,,ApexClass,01p0M000001HIeQQAW,ChapiUtility,,ApexClass
000000000000000AAA,01p0M00000016gCQAQ,ChapiRestSystemStatusV1,,ApexClass,01p0M00000016g8QAA,ChapiResponseBuilderSystemStatus,,ApexClass
000000000000000AAA,01p0M00000016gCQAQ,ChapiRestSystemStatusV1,,ApexClass,01p0M000001HIdfQAG,ChapiConstants,,ApexClass
000000000000000AAA,01p0M00000016gCQAQ,ChapiRestSystemStatusV1,,ApexClass,01p0M000001HIdkQAG,ChapiException,,ApexClass
000000000000000AAA,01p0M00000016gCQAQ,ChapiRestSystemStatusV1,,ApexClass,01p0M000001HIe4QAG,ChapiResponse,,ApexClass
000000000000000AAA,01p0M00000016gCQAQ,ChapiRestSystemStatusV1,,ApexClass,01p0M000001HIeQQAW,ChapiUtility,,ApexClass
000000000000000AAA,01p0M00000016gEQAQ,ChapiSystemStatus_Org62,,ApexClass,01p0M00000016g6QAA,ChapiInterfaceSystemStatus,,ApexClass
000000000000000AAA,01p0M00000016gEQAQ,ChapiSystemStatus_Org62,,ApexClass,01p0M00000016gDQAQ,ChapiSystemStatus,,ApexClass
000000000000000AAA,01p0M00000016gEQAQ,ChapiSystemStatus_Org62,,ApexClass,01p0M000001HIdfQAG,ChapiConstants,,ApexClass
000000000000000AAA,01p0M00000016gEQAQ,ChapiSystemStatus_Org62,,ApexClass,01p0M000001HIdhQAG,ChapiConstants_Org62,,ApexClass
000000000000000AAA,01p0M00000016gEQAQ,ChapiSystemStatus_Org62,,ApexClass,01p0M000001HIdlQAG,ChapiFactory,,ApexClass
000000000000000AAA,01p0M00000016gEQAQ,ChapiSystemStatus_Org62,,ApexClass,01p0M000001HIdmQAG,ChapiInterfaceAccount,,ApexClass
000000000000000AAA,01p0M00000016gEQAQ,ChapiSystemStatus_Org62,,ApexClass,01p0M000001HIdnQAG,ChapiInterfaceCloudProvider,,ApexClass
000000000000000AAA,01p0M00000016gEQAQ,ChapiSystemStatus_Org62,,ApexClass,01p0M000001HIeQQAW,ChapiUtility,,ApexClass
000000000000000AAA,01p0M00000016gEQAQ,ChapiSystemStatus_Org62,,ApexClass,01p30000001GgYsAAK,CspTenant,,ApexClass
000000000000000AAA,01p0M00000016gEQAQ,ChapiSystemStatus_Org62,,ApexClass,01p30000001GgYuAAK,CspTenantFactory,,ApexClass
000000000000000AAA,01p0M00000016gEQAQ,ChapiSystemStatus_Org62,,ApexClass,01p30000001GgYyAAK,CspTenantType,,ApexClass
000000000000000AAA,01p0M00000016gEQAQ,ChapiSystemStatus_Org62,,ApexClass,01p3y000002dhFQAAY,TenantInfoService,,ApexClass
000000000000000AAA,01p0M00000016gNQAQ,ContactRolesSchedulableAsyncUtility,,ApexClass,01p0M00000016ZqQAI,ContactRoleData,,ApexClass
000000000000000AAA,01p0M00000016gNQAQ,ContactRolesSchedulableAsyncUtility,,ApexClass,01p0M00000016ZrQAI,ContactRoleType,,ApexClass
000000000000000AAA,01p0M00000016gNQAQ,ContactRolesSchedulableAsyncUtility,,ApexClass,01p0M00000016ZsQAI,ContactRolesAsyncUtility,,ApexClass
000000000000000AAA,01p0M00000016gNQAQ,ContactRolesSchedulableAsyncUtility,,ApexClass,01p300000000HNrAAM,Org62ErrorHandlingUtil,,ApexClass
000000000000000AAA,01p0M00000016gQQAQ,sparta_IPriceAgreements,,ApexClass,01p0M000001HIaOQAW,fflib_ISObjectDomain,,ApexClass
000000000000000AAA,01p0M00000016gQQAQ,sparta_IPriceAgreements,,ApexClass,01p0M000001HIaQQAW,fflib_ISObjectUnitOfWork,,ApexClass
000000000000000AAA,01p0M00000016gRQAQ,sparta_PriceAgreements,,ApexClass,01p0M00000016gQQAQ,sparta_IPriceAgreements,,ApexClass
